EmployeeID,Name,Age,Salary,Experience
171,Jamie Walton,34,44371,20
172,Darlene Miller,34,50033,6
173,Joshua Cooke,37,112240,5
174,Matthew Harrington,26,50969,20
175,Nicole Herring,31,133819,18
176,Alex Hernandez,36,119192,19
177,Michael Elliott,32,85333,28
178,Michael Wang,56,108172,38
179,Lawrence Adkins,25,38326,27
180,Robert Oconnell,31,80432,10
181,Alexander Collins,21,80019,28
182,Tina Sanders,47,108104,22
183,Angela Vaughn,49,91348,28
184,Ashley Barton,59,99352,2
185,Lindsay Martinez,51,62953,22
186,Dr. Hannah Patterson,39,102512,39
187,Jonathan Peterson,23,142824,27
188,Samantha Garcia,35,31504,17
189,Madison Poole,39,119166,40
190,Jessica Gross,39,124466,3
191,Debra Morton,50,45014,4
192,Karen Graham,25,119353,40
193,Debra Christian,35,145970,25
194,Angelica Keith,37,100381,23
195,John Bishop,58,128419,32
196,Allen Rosales,33,64973,10
197,Daniel Salinas,48,130741,1
198,Spencer Haynes,28,114012,9
199,Adam Vaughan,55,74587,38
200,Nathan Freeman,35,44621,28
201,Melissa Brewer,30,68469,2
202,Ricky Davis II,38,86985,8
203,Elizabeth Perkins,30,50730,4
204,Joseph Coleman,25,89470,15
205,Erin Warner,24,30425,23
206,David Martinez,31,124646,23
207,Bryan Herrera,40,144799,24
208,Cathy Robinson,59,124329,36
209,Dr. William Warren,57,64522,2
210,Brian Lee,39,95612,38
211,Christopher Smith,49,129871,9
212,Denise Mccann,28,53416,28
213,Melissa Martinez,50,96542,23
214,Katherine Salas,40,149619,23
215,Julie Alexander,46,43947,28
216,Anthony Everett,38,144100,4
217,Rodney Morales,53,111959,36
218,Mark Brown,55,69117,8
219,Justin Torres,52,140319,33
220,Bailey Duran DDS,49,113748,23
221,Courtney Mills,26,96540,25
222,Jeremy Dalton,59,109818,20
223,Elizabeth Oliver DDS,23,56071,17
224,Theresa Clark,48,50032,15
225,Matthew Moore,41,79009,7
226,Benjamin Smith,59,129943,1
227,Kirk Carter,37,51174,11
228,Michael Warner,22,100697,31
229,Michael Bradshaw,26,132056,33
230,Lori Guerrero,35,99514,24
231,Jessica Stephens,57,30074,35
232,Susan Serrano,58,108504,7
233,Christopher Parker,22,72487,16
234,Laura Roberts,38,94042,16
235,Michael Lyons,57,32552,28
236,Kathryn Snyder,23,44662,13
237,Andrew Reynolds,32,77576,39
238,David Davis,51,145175,18
239,Sara Johnston,54,139008,31
240,Yvonne Chambers,49,135745,12
241,Andrew Avila,38,70306,7
242,Matthew Moon,32,61385,8
243,Kevin Walters,58,37592,4
244,Brandon Bailey MD,48,61571,28
245,Shannon Rivera,52,145082,11
246,Donna Landry,26,104364,28
247,Krista Gibson,51,40322,5
248,Frank Cordova,43,41226,20
249,Jose Travis,47,125932,22
250,Kimberly Gutierrez,42,93699,4
251,Isaiah Avila,41,136957,35
252,Olivia Harris,27,39071,34
253,Tanya Kim,31,129693,18
254,Barbara Dudley,42,99822,19
255,Cynthia Moore,47,130379,10
256,Kristen Davis,52,46483,40
257,Susan Murray MD,39,46828,11
258,Kathleen Moran,46,116474,23
259,Denise Davenport,56,92296,32
260,Mrs. Kristen Reyes,23,102063,14
261,Katie Suarez,50,51643,7
262,Desiree Tyler,26,64741,12
263,Timothy Romero,41,99163,8
264,Diane Evans,37,144351,15
265,Yvonne Burns,41,109507,31
266,Joshua Reed,28,85461,1
267,Kimberly Gibson,46,57760,23
268,Colin Terry,53,100686,35
269,Cynthia Rowe,21,128994,36
270,Patrick Thornton,55,125673,23
271,Jasmin Alvarado,50,120422,29
272,Veronica Simpson,47,56365,35
273,Jonathan Lawrence,24,123447,8
274,Shelly Alexander,33,70857,39
275,Joyce Bowen,54,82296,5
276,Matthew Moore,44,118039,4
277,Wayne Morgan,60,115180,19
278,Marie Christian,52,78944,25
279,Shannon James,49,87422,30
280,Nathan Malone,24,147914,33
281,Amanda Jones,34,97839,26
282,Tammie Bright,38,89177,26
283,Jessica Garcia,56,45860,36
284,Shelia Wallace,29,62493,4
285,Stephanie Williams,39,59451,8
286,Elaine Brooks,49,38392,20
287,Joseph Knight,52,74313,4
288,Carolyn Miller,28,32757,28
289,Lisa Allen,22,107110,29
290,Briana Murray,59,102603,33
291,David Smith,36,60161,22
292,Stephanie Byrd,31,107128,8
293,Jeremy Reed,40,58864,35
294,Margaret Coleman,56,30942,40
295,Ryan Gonzalez,21,39305,37
296,John Young,56,122778,11
297,Laura Haney,47,112719,8
298,William Barrett,26,37716,27
299,Keith Jennings,35,60007,32
300,Amber Obrien,28,38834,3
301,Tanner Mitchell DDS,50,148675,7
302,Heather Fields,28,34117,33
303,Megan Le,30,142674,9
304,Sara Fuller,52,73309,19
305,Maria Parker,39,39287,10
306,Kevin Oconnor,53,97391,10
307,Edward Burgess,38,61195,20
308,Carlos Ryan,47,66500,14
309,Kiara Mcintyre,51,117684,22
310,Dawn Summers,51,93624,33
311,Dr. Paul Morgan,36,58080,18
312,Victor Taylor,50,100678,5
313,Shannon Ramsey,56,47342,16
314,Tracy Ballard,30,124811,12
315,Richard Smith,45,145655,40
316,Jordan Chambers,33,104847,35
317,Lauren Carson,59,105525,17
318,Ashley Hall,53,91953,8
319,Stephen Hoffman,29,61850,40
320,Connie Brown,25,132841,19
321,Susan Turner,38,91993,39
322,Charles Shah,47,135840,34
323,Johnathan Davis,42,83354,5
324,Brandy Chavez,53,54957,32
325,Natalie Bautista,38,42363,10
326,Patrick Moore,21,42704,37
327,Brett Burns,39,116374,37
328,Trevor Johnson,40,86498,9
329,Jeremy Sampson,58,76438,10
330,Ariana Jennings,58,85519,39
331,Vanessa Howard,52,83883,38
332,Colton Martinez,30,91213,21
333,Jordan Bates,49,143224,36
334,Linda Smith,55,125561,2
335,Dana Martinez,51,37100,1
336,Andrea Hubbard,43,118259,5
337,Daniel Kane,42,115649,2
338,Charles Lester,56,114696,36
339,Scott Thomas,55,42899,16
340,David Thompson,45,37944,13
341,Allison Smith,50,82772,36
342,Cynthia Morris,41,125448,26
343,Anthony Harmon,33,74473,39
344,Nichole Alvarez,36,134935,40
345,Kayla Rodriguez,57,142941,1
346,Theresa Williams,45,44322,31
347,Sharon Boyd,35,62591,40
348,Victor Brown,47,55112,34
349,James Parks,23,54931,18
350,Theodore Jones Jr.,41,100292,19
351,Ana Hill,51,88800,30
352,Kimberly Nguyen,45,48373,15
353,Kerry Chavez DDS,45,85296,25
354,Michael Farrell,30,54050,19
355,Patricia Le,52,66509,29
356,Jesse Perez,23,90637,4
357,Jesse Perry,29,62742,3
358,Jeffery Ortega,53,144620,10
359,Christian Leblanc,58,39880,28
360,Ronald Davis,42,88082,26
361,Parker Cain,27,135909,30
362,Laurie Hoffman,49,142898,29
363,Bryan Gomez,27,142193,13
364,Nicole Parrish,54,102132,21
365,Tracy Burke,50,42833,38
366,Kenneth Lewis,21,36630,9
367,Courtney Rodriguez,30,115477,20
368,Holly Farmer,47,100855,20
369,Renee Bruce,30,139579,22
370,Sabrina Austin,25,31934,25
371,Allison Hickman,51,42224,8
372,Debra White,37,128771,23
373,Ellen Morgan,42,141240,32
374,Sergio Knight,60,60982,35
375,Charles Schultz,46,51798,6
376,Paul Lewis,26,83269,20
377,Glen Wood,42,93653,15
378,Paula Bradley,55,93092,29
379,Anthony Moore,45,58016,7
380,Megan Nelson,41,143331,17
381,Karla Ramos,52,82565,28
382,Paul Wilson,55,148284,15
383,Douglas Gregory,23,37685,9
384,Mr. Andrew Foster,60,51579,6
385,Aimee Turner,25,79672,3
386,Chad Scott,36,30282,18
387,Adam Burgess,39,81173,24
388,James Padilla,35,64760,39
389,Sandra Drake,26,132769,26
390,Scott Williams,48,132908,15
391,Thomas Atkins,27,89638,10
392,Laura Mckinney,27,67388,20
393,Brian Smith,49,85444,36
394,Robert Montgomery,31,121303,20
395,Tamara Davis,40,125748,12
396,Dana Chapman,22,132676,10
397,Jennifer Collins,23,102845,31
398,Gary Jackson,41,116752,32
399,Ashley Hicks,24,124163,29
400,Hannah Luna,39,93788,31
401,Robin Young,43,50289,19
402,Craig Morrison,44,54890,31
403,Mary Thompson,48,68890,1
404,Kathleen Webster,30,58534,5
405,Joann Glass,36,37665,25
406,Madison Weber,54,105914,32
407,Lori Hernandez,47,126434,29
408,Jeremy Turner,57,101066,15
409,Anthony Romero,32,37989,13
410,Jesse Brown,31,128038,37
411,Angela Lin,32,71104,22
412,Lisa Hunter,26,37492,3
413,Julian Conner,60,36572,3
414,Joanna Pacheco,45,106569,18
415,Erica Alvarez,60,92493,31
416,Antonio Garcia,36,95909,38
417,Gwendolyn Klein,52,141767,30
418,Carrie Wright,58,99615,18
419,Jeffrey Mills,30,50635,34
420,Jake Campbell,35,37455,0
421,George Harper,50,96562,6
422,Maria Jones,37,40500,27
423,Michael Mitchell,50,141587,8
424,Mary Escobar,37,54356,16
425,Felicia Aguilar,21,38981,23
426,Gregory Ponce,50,107992,25
427,Jenna Larson,39,38907,23
428,Emily Bennett,55,118501,2
429,Robin Santiago,31,142960,25
430,Nancy Jennings,25,60828,3
431,Maria Henderson,49,82923,36
432,Jack White,43,45713,35
433,Travis Tucker,58,146691,12
434,Chad Jones,40,104668,23
435,Ashley Wise,48,62271,35
436,Sophia Johnson,37,105880,18
437,Ralph Anderson,50,107924,4
438,Christopher Guerra,40,35209,24
439,Rhonda Martin,33,111183,32
440,Jason Rhodes,45,40745,28
441,Jeremy Mitchell,51,84948,35
442,Joann Ferguson,27,116163,17
443,Robert Harrison,36,106503,39
444,Holly Valentine,45,104085,39
445,Mrs. Diane Reyes,57,98522,7
446,Tracy Montoya,43,71467,8
447,Brenda Wright,57,64179,6
448,Shelly Spencer,39,56772,25
449,Ryan Rosales,39,117782,23
450,Phillip Nelson,22,123872,21
451,Brittany Kim,46,71180,35
452,Courtney Hayes,38,61285,23
453,Alexander Brown,21,64814,9
454,Cynthia Vang,57,81876,12
455,Alfred Galvan,24,47154,38
456,Marie Moody,59,118039,32
457,Dustin Gallegos,52,114607,25
458,Brenda Thornton,39,69321,32
459,Aaron Miller,35,89929,2
460,Ruben Dunn,59,71441,2
461,Kelsey Rodriguez,43,128548,2
462,Eric Williams,35,39508,8
463,Riley Bryant,33,31220,21
464,Taylor Carlson,60,90068,30
465,Jose Allen,37,111416,33
466,Jeffrey Mendez,29,103792,29
467,Jason Beck,27,43104,9
468,William Jones,23,39602,38
469,Katie Mcneil,40,100468,32
470,Jeanette Harrison,49,57938,8
471,Veronica King,23,96307,20
472,Richard Cooper,58,64760,39
473,Lori Ingram,44,47361,20
474,Evelyn Williams,29,75745,10
475,Robin Thompson,26,145456,25
476,Julie Dominguez,39,39016,39
477,Robin Brown,41,145247,19
478,Judith Carter,47,62018,37
479,Curtis Williams,32,78434,21
480,Kaylee Hays,33,67353,32
481,Dawn Mullins,29,50676,32
482,Howard Norman,55,87433,34
483,Evelyn Martinez,44,139280,31
484,Steve Paul,54,101200,36
485,Jasmine Beltran,53,122214,19
486,Jonathan Glass MD,38,69651,30
487,Monica Miller,31,110173,1
488,Samantha Gardner,37,135788,23
489,Bobby Guerrero,51,115717,21
490,Lance Simmons,39,99329,7
491,Heather Williams,42,31025,26
492,Heather Bolton,28,117538,37
493,William Gould,50,137099,19
494,Mark Cox,25,102692,40
495,Meghan Cisneros,30,69240,1
496,Lawrence Harrington,35,116951,38
497,Austin Osborne,46,43577,30
498,James Bradley,56,145097,16
499,Meghan Rush,44,47601,37
500,Phillip Berry,26,64664,36
501,Jennifer Banks,46,45129,14
502,Brian Fitzgerald,21,146616,3
503,Mr. Justin Green III,37,44029,37
504,Zachary Mitchell,55,127310,30
505,Katherine Martinez,28,102512,10
506,Jodi Roach,50,50374,33
507,Brandon Fleming,44,65697,40
508,Emma Reed,37,66930,39
509,Joshua Vance,58,109276,24
510,Michelle Ho,45,57607,9
511,Rebecca Hicks,44,124058,15
512,Curtis Taylor,27,74942,2
513,Allison Spencer,35,56685,36
514,Robert Arnold,51,120111,7
515,Angelica Parker,22,113130,12
516,Dr. Kelly Hammond DVM,60,141792,1
517,William Day,56,64600,28
518,Michael Cooper,41,96244,20
519,Penny Bowman,60,94032,26
520,Vincent Reynolds,35,62914,9
521,Amy Martinez,25,148664,26
522,Christopher Morris,50,149034,13
523,Hannah Everett,40,140900,26
524,Sarah King,47,36658,32
525,Krista Martinez,28,42097,39
526,Joseph Shaw,29,113136,30
527,Todd Moore,23,85518,3
528,Michelle Jacobs,23,138704,8
529,Kristy Bryan,40,66265,33
530,Angel May,52,35778,13
531,Marilyn Wang,28,30464,35
532,Mark Jimenez,27,73719,20
533,Donna Frye,36,131072,30
534,Dr. Michael Evans,55,47146,33
535,Anthony Gonzales,29,113507,24
536,Mr. Lawrence Edwards,45,64335,20
537,Morgan Valencia,50,51178,11
538,Bianca Wood,44,127154,29
539,Emma Owens,55,87912,34
540,David Davis,47,102309,21
541,James Gilbert,58,122493,34
542,Sean Moore,30,86057,22
543,Kenneth Edwards,47,103519,16
544,Kathleen Robertson,27,31267,39
545,Mr. Alexander Landry MD,52,44663,30
546,Cindy Gomez,60,39862,12
547,Johnny Khan,47,145750,15
548,Julie Herrera,38,120573,17
549,Jessica Khan,23,148479,35
550,Pamela Diaz,44,49536,19
551,Kelly Lee,34,101511,14
552,Angel Gordon,49,34722,19
553,Diana Hays,49,139392,18
554,Barbara Hester,36,78393,13
555,Robert Morgan,44,106350,31
556,Nicole Gonzalez,27,102420,20
557,Kathryn Williams,44,49410,30
558,Gary Wells,55,86333,22
559,Larry Robertson,43,46704,35
560,Louis Martin,24,35482,17
561,Nancy Evans MD,46,70404,18
562,Kim Erickson,38,77795,7
563,Robert Richardson,33,147831,36
564,Veronica Silva,28,134349,34
565,Molly Watts,50,142814,24
566,John Coffey,26,35229,25
567,Paula Lane,34,147823,22
568,Lauren Jackson,59,76898,9
569,Lisa Randall,22,57535,18
570,Michael Johnson,24,119399,2
571,Ashley Smith,42,62706,18
572,Christian Vaughn,36,117416,5
573,Reginald Knapp,29,43473,22
574,Nancy Brown,57,76357,28
575,Daniel Nguyen,34,132251,16
576,Kelly Edwards,25,103385,30
577,Thomas Peterson,56,145885,13
578,Raymond Le,34,144650,12
579,Melissa Bishop,58,83264,34
580,David Grant,34,111351,17
581,William Evans,35,128235,35
582,Daniel Bush,42,50257,17
583,Gregory Peck,30,61029,8
584,Denise Martinez,59,143325,6
585,Jamie Baird,21,51299,39
586,Tina Ballard,38,134842,37
587,Dwayne Klein,30,136269,15
588,Jeremy Scott,29,53206,15
589,Dale Ryan,55,145528,3
590,Melissa Taylor,37,84040,33
591,Laurie Sanchez,32,33248,14
592,Kiara Little,28,53509,40
593,Jason Love,22,126542,14
594,Randy Smith,29,73540,3
595,Tanya Russell,21,132548,6
596,Sherry Woods,43,83964,26
597,Victor Morris,36,135150,21
598,Susan Davis,58,117806,30
599,Kimberly Sharp,41,143254,6
600,Susan Thompson,22,126345,8
601,Casey Gillespie,32,136266,0
602,Jennifer Simpson DVM,37,62527,35
603,Tammy Mcdowell,24,64970,10
604,Keith Rodriguez,29,50866,26
605,Mrs. Virginia Daniels,47,133202,30
606,Todd Rosales MD,54,121917,30
607,Brian Martin,28,44168,12
608,David Lopez,25,80140,18
609,Rachel Bradley,51,144316,20
610,Casey Chase,49,35075,18
611,Samantha Robertson,44,142537,3
612,Michael Lopez,53,91694,5
613,Franklin Wright,58,59154,36
614,David Molina,27,56158,14
615,Elizabeth Sharp,49,137031,34
616,Matthew Schwartz,53,90332,2
617,Bryan Parker,35,75830,11
618,Jonathan Jacobson,60,70001,26
619,Emily Wilson,23,137549,11
620,Elizabeth Mendez,54,134247,2
621,Casey Hernandez,40,144206,25
622,Lisa Perry,50,59831,31
623,Kaitlin Medina,22,59219,11
624,Colleen Wright,24,33101,18
625,Shelley Miller,51,116511,2
626,Michael Miller,46,55313,0
627,Amy Kelley,48,82227,19
628,Laura Hernandez,27,73025,36
629,Joseph Wilson,52,66517,38
630,Kevin Davis,49,143292,6
631,Rhonda Chavez,25,39099,21
632,Joyce Brown,26,131361,18
633,Robert Cummings,41,66585,29
634,Robert Reese,59,76025,34
635,Amber Cooper,30,114080,33
636,Zachary Michael,25,96768,31
637,Timothy Johnson,29,82386,8
638,Randy Cannon,38,119065,32
639,Maria Fisher,60,140580,29
640,Janet Kane DVM,58,100282,17
641,Michael Stanley,56,73404,12
642,Martha Bailey,41,33617,7
643,Joshua Rice,45,45118,21
644,Courtney Smith,59,144955,10
645,Edwin Nunez,54,64237,29
646,Kim Morrow,39,53405,16
647,Gregory Hill,50,106099,11
648,Molly Rodriguez,53,64795,0
649,Jennifer Miranda,59,35014,21
650,Alexis Harris,48,44208,18
651,Andrew Harper,27,108193,36
652,Amber Yang,28,86959,12
653,David Robinson,56,75309,11
654,Amy Gordon,34,125491,39
655,Robert Dennis,48,133078,40
656,Kyle Chambers,49,71114,25
657,Eric Thomas,35,87199,27
658,Connie Turner,47,109457,32
659,Travis Hobbs,42,97033,20
660,Lori Simmons,50,45157,5
661,William David DDS,46,80488,25
662,Emma Butler,47,147899,6
663,James Webster,27,105574,11
664,Samuel Turner,41,54914,8
665,Renee Melendez,48,63386,30
666,Tracy Grant,41,35817,20
667,David Harris,37,122901,15
668,Tammy Boone,44,87154,0
669,Nathaniel Lee,30,30221,16
670,Michael Morrison,51,98146,24
671,Chelsea Gill,25,135710,15
672,Kristin Mendoza,26,100575,28
673,Felicia Krueger,26,120027,17
674,Timothy Hayden,26,124297,21
675,Zachary Mendoza,48,127248,19
676,Larry Harris,27,126605,37
677,Kristen Rowe,44,117900,36
678,Joseph Howard,29,55825,0
679,Jose Crawford,56,77739,16
680,William Harrison,24,86531,23
681,Suzanne Wood,58,39171,15
682,Justin Walker,56,117062,3
683,Dean Donovan,56,73279,7
684,Jennifer Hernandez,42,111678,29
685,James Whitaker,28,71145,19
686,Mr. Michael Scott PhD,47,116951,10
687,Maria Henry,43,141151,25
688,Robert Jackson,48,46334,32
689,Katherine Stark,24,124339,19
690,Maria Brown,39,147970,7
691,Ryan Landry,59,69363,40
692,Pamela Gutierrez,40,96469,18
693,Crystal Mann,43,70538,23
694,Jonathan Brooks,27,117410,39
695,Mary Jensen,57,83528,14
696,Mr. Aaron Arnold,53,72753,14
697,Joseph Hill,34,82743,8
698,Alicia Li,30,121384,30
699,Renee Browning,51,68752,9
700,Brent Hernandez,35,102667,29
701,Joseph Ochoa,27,46683,38
702,James Watson,43,55144,23
703,Karl Branch,56,85108,26
704,Michael Abbott,44,117153,35
705,Shannon Malone,28,79695,30
706,James Tran,38,118777,34
707,Adam Jackson,57,128059,13
708,Mr. Richard Knight PhD,35,148332,15
709,Joseph Williams,48,52810,38
710,Sean Clay,56,110676,5
711,Anthony Jones,60,104593,33
712,Stephanie Elliott,60,69446,28
713,Timothy Edwards,56,83225,33
714,Laurie Goodwin,22,101819,23
715,Jennifer Jones,59,139278,4
716,David Davenport,38,30053,36
717,Steven Rivera,22,69829,7
718,Brenda Hinton,32,67606,3
719,Kathryn Mccann,38,57549,35
720,Jeffrey Roberson,40,86346,32
721,Randy Friedman,42,132990,12
722,Raymond Johnson,43,106019,36
723,Willie Henry,21,109516,34
724,Todd Reynolds,32,115813,9
725,Mary Miller,30,72237,10
726,Rebecca Marquez,57,90946,20
727,Christian Dawson,46,87905,33
728,Nancy Stewart,25,87954,28
729,Aaron Parker,30,118555,7
730,Derrick Anderson,22,58010,13
731,Jerry Peters,26,97000,37
732,Alexander Gomez,54,92021,31
733,Kyle Nguyen,34,134036,5
734,Edgar Hughes,45,148119,32
735,Steven Stein,47,134336,28
736,Laura Jackson,50,126463,3
737,Charles Turner,42,52241,29
738,Arthur Hamilton MD,31,116356,8
739,Mr. David Wright,44,41114,32
740,Linda Gonzalez,40,67196,26
741,Eric Rush,41,97561,29
742,Manuel Brock,57,117012,36
743,George Ochoa,59,112960,3
744,Valerie Taylor,26,111167,35
745,Travis Harris,24,73933,29
746,Vincent Novak,30,42240,19
747,Michael Henry,31,137272,1
748,Dana Bennett,60,128453,25
749,Jenna Wilson,24,60784,16
750,Leslie Gardner,26,118184,0
751,Krista Benton,38,70687,13
752,Michael Gonzales,49,59444,37
753,Michael Fuentes,48,135717,4
754,Jennifer Porter,52,56100,2
755,Dana Hopkins,59,49313,27
756,Rachel Jones,49,33201,22
757,Karen Morales DDS,47,36057,4
758,Melissa Stephens,38,62092,34
759,Heather Woodard,34,92277,3
760,Margaret Miller,53,110120,4
761,Mary Kelly,28,141376,30
762,Amanda Terrell,43,130727,2
763,Jennifer Goodwin,48,39545,18
764,Jessica Smith,28,89692,26
765,Jorge Stone,39,84321,11
766,Laura Griffin,58,146147,8
767,Raymond Chapman,52,112544,26
768,Haley Johnson,54,105454,23
769,Jason Nixon,40,55485,24
770,Todd Thomas,23,124155,28
771,Jesse Clark,35,121272,24
772,Mr. Jeffrey Horton,46,80328,24
773,Eric Patrick,59,94799,5
774,Samuel Wong,24,82383,34
775,Carly Riggs,21,61979,8
776,Christopher Moore,34,49342,22
777,Tina Hall,40,115990,7
778,Cody Davidson,34,120128,11
779,Allen Mendez,29,30726,34
780,Kevin Price,37,147002,25
781,Christine Goodwin,39,128430,33
782,Amy Garcia,41,142779,8
783,Chelsea Nguyen,28,130931,14
784,Dennis Huffman,21,146059,0
785,Margaret Harper,52,43970,1
786,Laurie Bailey,48,132029,19
787,Lisa Cervantes,32,85724,29
788,Elizabeth Mendez,29,58683,34
789,Cesar Wilson,45,53053,27
790,Clayton Steele,55,135396,34
791,Jennifer Taylor,35,121214,24
792,Cody Reid,53,97889,14
793,Maria Cooke,56,90889,15
794,Katherine Taylor,43,36582,29
795,Jerry Brown,25,103060,22
796,Adam Taylor,46,62662,9
797,Tracey Wagner,23,141193,17
798,Michael Perry PhD,48,45906,12
799,Bradley Johnson DDS,22,89829,7
800,Donald Medina,50,47477,2
801,Jim Newton,25,135043,26
